	iri	iri_label	pathogen	pathogen_label	host	host_label	plantstructure	plantstructure_label
2511	OOPS:xxxxxxx	    Diaporthe arctii (Lasch) Nitschke var. achilleae	NCBITaxon:172192	Diaporthe arctii (Lasch) Nitschke var. achilleae	NCBITaxon:3483	Cannabis sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2513	OOPS:xxxxxxx	Ditylenchus dipsaci (KÌ_hn) Filipjev	NCBITaxon:166011	Ditylenchus dipsaci (KÌ_hn) Filipjev	NCBITaxon:3483	Cannabis sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2519	OOPS:xxxxxxx	Fusarium sp.	NCBITaxon:510258	Fusarium sp.	NCBITaxon:45339	KalanchoÌÇ blossfeldiana Poelln.	http://purl.obolibrary.org/obo/PO_0009047	stem
2520	OOPS:xxxxxxx	Ditylenchus dipsaci (KÌ_hn) Filipjev	NCBITaxon:166011	Ditylenchus dipsaci (KÌ_hn) Filipjev	NCBITaxon:3864	Lens culinaris Medik.	http://purl.obolibrary.org/obo/PO_0009047	stem
2521	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3864	Lens culinaris Medik.	http://purl.obolibrary.org/obo/PO_0009047	stem
2522	OOPS:xxxxxxx	Stemphylium botryosum Wallr.	NCBITaxon:644614	Stemphylium botryosum Wallr.	NCBITaxon:3864	Lens culinaris Medik.	http://purl.obolibrary.org/obo/PO_0009047	stem
2523	OOPS:xxxxxxx	(teleomorph: Pleospora tarda Simmons)	NCBITaxon:120510	Pleospora tarda Simmons	NCBITaxon:3864	Lens culinaris Medik.	http://purl.obolibrary.org/obo/PO_0009047	stem
2524	OOPS:xxxxxxx	Stemphylium sarciniforme (Cavara) Wiltshire	NCBITaxon:119934	Stemphylium sarciniforme (Cavara) Wiltshire	NCBITaxon:3864	Lens culinaris Medik.	http://purl.obolibrary.org/obo/PO_0009047	stem
2530	OOPS:xxxxxxx	Phoma sp.	NCBITaxon:1543971	Phoma sp.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2532	OOPS:xxxxxxx	Dothiorella dominicana Petrak & Cif.	NCBITaxon:276832	Dothiorella dominicana Petrak & Cif.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2533	OOPS:xxxxxxx	#NAME?	NCBITaxon:83176	Fusicoccum aesculi Corda	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2534	OOPS:xxxxxxx	    Botryosphaeria dothidea (Maug.:Fr.) Ces. & deNot.     [teleomorph]	NCBITaxon:55169	Botryosphaeria dothidea (Maug.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2537	OOPS:xxxxxxx	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2539	OOPS:xxxxxxx	Phomopsis mangiferae Ahmad.	NCBITaxon:1494841	Phomopsis mangiferae Ahmad.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2540	OOPS:xxxxxxx	Sphaeropsis sp.	NCBITaxon:66737	Sphaeropsis sp.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2541	OOPS:xxxxxxx	Stemphylium vesicarium (Wallr.) E. Simmons.	NCBITaxon:119933	Stemphylium vesicarium (Wallr.) E. Simmons.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2545	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) deBary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) deBary	NCBITaxon:3707	Brassica juncea var. crispifolia	http://purl.obolibrary.org/obo/PO_0009047	stem
2546	OOPS:xxxxxxx	Rhizoctonia solani KÌ_hn	NCBITaxon:1498287	Rhizoctonia solani KÌ_hn	NCBITaxon:3707	Brassica juncea var. crispifolia	http://purl.obolibrary.org/obo/PO_0009047	stem
2547	OOPS:xxxxxxx	Puccinia graminis Pers.	NCBITaxon:1183193	Puccinia graminis Pers.	NCBITaxon:4498	Avena sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2548	OOPS:xxxxxxx	Alternaria alternata (Fr.:Fr.) Keissl.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2550	OOPS:xxxxxxx	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc. in    Penz.	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc. in Penz.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2551	OOPS:xxxxxxx	Fusarium sp.	NCBITaxon:510258	Fusarium sp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2552	OOPS:xxxxxxx	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.    (=Botryodiplodia theobromae Pat. =B. gossypii Ellis. &    Barth.; =Diplodia theobromae (Pat.)W. Nowell; =D.    gossypina Cooke; =D. natalensis Pole-Evans;    =Lasiodiplodia triflorae Higgins)	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl. (=Botryodiplodia theobromae Pat. =B. gossypii Ellis. & Barth.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2557	OOPS:xxxxxxx	Phoma caricae-papayae (Tarr) Punithalingam (=Ascochyta    carica Pat. and A. caricae-papayae Tarr)    (teleomorph: Mycosphaerella caricae Syd. & P. Syd.)	NCBITaxon:1543971	Phoma caricae-papayae (Tarr) Punithalingam (=Ascochyta carica Pat. and A. caricae-papayae Tarr) (teleomorph	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2558	OOPS:xxxxxxx	Phoma caricae-papayae (Tarr) Punithalingam (=Ascochyta    carica Pat. and A. caricae-papayae Tarr)    (teleomorph: Mycosphaerella caricae Syd. & P. Syd.)	NCBITaxon:259221	Mycosphaerella caricae Syd. & P. Syd.)	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2559	OOPS:xxxxxxx	Phomopsis sp.	NCBITaxon:1494841	Phomopsis sp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2560	OOPS:xxxxxxx	Rhizopus stolonifer (Ehrenb.:Fr.) Vuill. (=R. nigricans    Ehrenb.)	NCBITaxon:1274793	Rhizopus stolonifer (Ehrenb.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2562	OOPS:xxxxxxx	Fusarium solani (Mart.) Sacc.      (teleomorph: Nectria haematococca Berk. & Broome)	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc. (teleomorph	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2563	OOPS:xxxxxxx	Fusarium solani (Mart.) Sacc.      (teleomorph: Nectria haematococca Berk. & Broome)	NCBITaxon:140110	Nectria haematococca Berk. & Broome)	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2564	OOPS:xxxxxxx	Fusarium sp.	NCBITaxon:510258	Fusarium sp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2565	OOPS:xxxxxxx	Phytophthora palmivora (E. J. Butler) E. J. Butler	NCBITaxon:4796	Phytophthora palmivora (E. J. Butler) E. J. Butler	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2566	OOPS:xxxxxxx	Pythium aphanidermatum (Edson) Fitzp.	NCBITaxon:1223555	Pythium aphanidermatum (Edson) Fitzp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2567	OOPS:xxxxxxx	Pythium ultimum Trow	NCBITaxon:431595	Pythium ultimum Trow	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2569	OOPS:xxxxxxx	#NAME?	NCBITaxon:749633	Ascochyta pinodella L.K. Jones	NCBITaxon:3888	Pisum sativum L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2570	OOPS:xxxxxxx	genus Nepovirus, Tomato ringspot virus (ToRSV)	NCBITaxon:12280	Tomato ringspot virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009047	stem
2571	OOPS:xxxxxxx	genus Nepovirus, Tomato ringspot virus (ToRSV)	NCBITaxon:12280	Tomato ringspot virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009047	stem
2573	OOPS:xxxxxxx	(teleomorph: Athelia rolfsii (Curzi) Tu & Kimbrough)	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2575	OOPS:xxxxxxx	Fusarium solani (Mart.) Appel & Wollenw. emend. Snyd.	NCBITaxon:1501798	Fusarium solani (Mart.) Appel & Wollenw. emend. Snyd.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0009047	stem
2591	OOPS:xxxxxxx	Erwinia chrysanthemi Burkholder et al. 1953	NCBITaxon:1435351	Erwinia chrysanthemi Burkholder et al. 1953	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2592	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) deBary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) deBary	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2593	OOPS:xxxxxxx	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2595	OOPS:xxxxxxx	Nectria haematococca Berk. & Broome	NCBITaxon:140110	Nectria haematococca Berk. & Broome	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2596	OOPS:xxxxxxx	    Fusarium solani (Mart.) Sacc. [anamorph]	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc. [anamorph]	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2600	OOPS:xxxxxxx	Diplodia sp.	NCBITaxon:66735	Diplodia sp.	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2602	OOPS:xxxxxxx	Phoma sp.	NCBITaxon:1543971	Phoma sp.	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2603	OOPS:xxxxxxx	Phomopsis sp.	NCBITaxon:1494841	Phomopsis sp.	NCBITaxon:37495	Euphorbia pulcherrima Willd. ex Klotzsch	http://purl.obolibrary.org/obo/PO_0009047	stem
2606	OOPS:xxxxxxx	    Athelia rolfsii (Curzi) Tu & Kimbrough [teleomorph]	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough [teleomorph]	NCBITaxon:4113	Solanum tuberosum L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2610	OOPS:xxxxxxx	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:985895	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:3708	Brassica napus	http://purl.obolibrary.org/obo/PO_0009047	stem
2611	OOPS:xxxxxxx	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:985895	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:660627	Brassica rapa	http://purl.obolibrary.org/obo/PO_0009047	stem
2612	OOPS:xxxxxxx	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:985895	Leptosphaeria maculans (Desmaz.) Ces. and De Not	NCBITaxon:145471	Brassica campestris	http://purl.obolibrary.org/obo/PO_0009047	stem
2619	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3708	Brassica napus	http://purl.obolibrary.org/obo/PO_0009047	stem
2620	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:660627	Brassica rapa	http://purl.obolibrary.org/obo/PO_0009047	stem
2621	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:145471	Brassica campestris	http://purl.obolibrary.org/obo/PO_0009047	stem
2622	OOPS:xxxxxxx	Cercospora zebrina Pass.	NCBITaxon:237192	Cercospora zebrina Pass.	NCBITaxon:57577	Trifolium pratense L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2623	OOPS:xxxxxxx	Cylindrocladium theae (Petch) Subram.	NCBITaxon:1664737	Cylindrocladium theae (Petch) Subram.	NCBITaxon:318884	Rhododendron spp.	http://purl.obolibrary.org/obo/PO_0009047	stem
2624	OOPS:xxxxxxx	          (syn. Calonectria indusiata [Seaver] Crous)	NCBITaxon:57138	Calonectria indusiata [Seaver] Crous	NCBITaxon:318884	Rhododendron spp.	http://purl.obolibrary.org/obo/PO_0009047	stem
2627	OOPS:xxxxxxx	(synanamorphs: Sclerotium oryzae Cattaneo, Nakataea    sigmoidae (Cavara) K. Hara)	NCBITaxon:109384	Sclerotium oryzae Cattaneo	NCBITaxon:1080340	Oryza sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2628	OOPS:xxxxxxx	(synanamorphs: Sclerotium oryzae Cattaneo, Nakataea    sigmoidae (Cavara) K. Hara)	NCBITaxon:228882	Nakataea sigmoidae (Cavara) K. Hara)	NCBITaxon:1080340	Oryza sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2629	OOPS:xxxxxxx	Ditylenchus angustus (Butler) Filipjev	NCBITaxon:166009	Ditylenchus angustus (Butler) Filipjev	NCBITaxon:1080340	Oryza sativa L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2631	OOPS:xxxxxxx	(anamorph: Coniothyrium fuckelii Sacc.)	NCBITaxon:754269	Coniothyrium fuckelii Sacc.	NCBITaxon:1538557	Rosa spp.	http://purl.obolibrary.org/obo/PO_0009047	stem
2632	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers.	NCBITaxon:1183193	Puccinia graminis Pers.	NCBITaxon:4550	Secale cereale L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2635	OOPS:xxxxxxx	Rhizoctonia solani KÌ_hn	NCBITaxon:1498287	Rhizoctonia solani KÌ_hn	NCBITaxon:4222	Carthamus tinctorius L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2636	OOPS:xxxxxxx	(teleomorph: Thanatephorus cucumeris (A.B. Frank) Donk)	NCBITaxon:1379297	Thanatephorus cucumeris (A.B. Frank) Donk	NCBITaxon:4222	Carthamus tinctorius L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2637	OOPS:xxxxxxx	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:4222	Carthamus tinctorius L.	http://purl.obolibrary.org/obo/PO_0030121	capitulum inflorescence
2651	OOPS:xxxxxxx	Gibberella fujikuroi (Sawada) Ito in Ito & K. Kimura	NCBITaxon:171627	Gibberella fujikuroi (Sawada) Ito in Ito & K. Kimura	NCBITaxon:1612261	Saccharum spp. hybrids	http://purl.obolibrary.org/obo/PO_0009047	stem
2655	OOPS:xxxxxxx	Phoma macdonaldii Boerema	NCBITaxon:1543971	Phoma macdonaldii Boerema	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2656	OOPS:xxxxxxx	Phoma macdonaldii Boerema	NCBITaxon:1543971	Phoma macdonaldii Boerema	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2657	OOPS:xxxxxxx	(teleomorph: Leptosphaeria lindquistii Frezzi)	NCBITaxon:1542849	Leptosphaeria lindquistii Frezzi	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2658	OOPS:xxxxxxx	(teleomorph: Leptosphaeria lindquistii Frezzi)	NCBITaxon:1542849	Leptosphaeria lindquistii Frezzi	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2661	OOPS:xxxxxxx	Phomopsis spp.	NCBITaxon:1494841	Phomopsis spp.	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2662	OOPS:xxxxxxx	Phomopsis spp.	NCBITaxon:1494841	Phomopsis spp.	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2663	OOPS:xxxxxxx	P. helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:1494841	Phomopsis helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2664	OOPS:xxxxxxx	P. helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:1494841	Phomopsis helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2665	OOPS:xxxxxxx	(teleomorph: Diaporthe helianthi M. Muntanola-Cvetkovic et al.)	NCBITaxon:1494822	Diaporthe helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2666	OOPS:xxxxxxx	(teleomorph: Diaporthe helianthi M. Muntanola-Cvetkovic et al.)	NCBITaxon:1494822	Diaporthe helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2667	OOPS:xxxxxxx	Phytophthora spp.	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2668	OOPS:xxxxxxx	Phytophthora spp.	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2669	OOPS:xxxxxxx	P. drechsleri Tucker	NCBITaxon:4794	Phytophthora drechsleri Tucker	NCBITaxon:4232	Helianthus annuus	http://purl.obolibrary.org/obo/PO_0009047	stem
2670	OOPS:xxxxxxx	P. drechsleri Tucker	NCBITaxon:4794	Phytophthora drechsleri Tucker	NCBITaxon:4233	Helianthus tuberosus	http://purl.obolibrary.org/obo/PO_0009047	stem
2671	OOPS:xxxxxxx	genus Nepovirus, Tomato ringspot virus (ToRSV)	NCBITaxon:12280	Tomato ringspot virus	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009047	stem
2672	OOPS:xxxxxxx	genus Nepovirus, Tomato ringspot virus (ToRSV)	NCBITaxon:12280	Tomato ringspot virus	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009047	stem
2673	OOPS:xxxxxxx	Rhizoctonia solani J. G. KÌ_hn	NCBITaxon:1498287	Rhizoctonia solani J. G. KÌ_hn	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2674	OOPS:xxxxxxx	(syn. Thanatephorus cucumeris [A. B. Frank] Donk)	NCBITaxon:1379297	Thanatephorus cucumeris [A. B. Frank] Donk	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2675	OOPS:xxxxxxx	Ditylenchus spp.	NCBITaxon:166009	Ditylenchus spp.	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2676	OOPS:xxxxxxx	D. destructor Thorne	NCBITaxon:166010	Ditylenchus destructor Thorne	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2677	OOPS:xxxxxxx	D. dipsaci (KÌ_hn) Filipjev	NCBITaxon:166011	Ditylenchus dipsaci (KÌ_hn) Filipjev	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2678	OOPS:xxxxxxx	Unknown origin	NCBITaxon:7540	Unknown origin	NCBITaxon:4120	Ipomoea batatas [L.] Lam.	http://purl.obolibrary.org/obo/PO_0009047	stem
2679	OOPS:xxxxxxx	Fusarium merismoides Corda = F. rimosum (Peck) Sacc.	NCBITaxon:510258	Fusarium merismoides Corda = F. rimosum (Peck) Sacc.	NCBITaxon:4402	Platanus spp.	http://purl.obolibrary.org/obo/PO_0009047	stem
2682	OOPS:xxxxxxx	(teleomorph: Athelia rolfsii (Cursi) Tu & Kimbrough)	NCBITaxon:39291	Athelia rolfsii (Cursi) Tu & Kimbrough	NCBITaxon:4097	Nicotiana tabacum L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2683	OOPS:xxxxxxx	Pythium spp.	NCBITaxon:944628	Pythium spp.	NCBITaxon:4097	Nicotiana tabacum L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2684	OOPS:xxxxxxx	Ditylenchus dipsaci (KÌ_hn) Filipjev (nematodes)	NCBITaxon:166011	Ditylenchus dipsaci (KÌ_hn) Filipjev (nematodes)	NCBITaxon:4097	Nicotiana tabacum L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2689	OOPS:xxxxxxx	Pseudomonas cichorii (Swingle) Stapp	NCBITaxon:1441629	Pseudomonas cichorii (Swingle) Stapp	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2690	OOPS:xxxxxxx	Puccinia graminis subsp. graminis Pers.:Pers.	NCBITaxon:1183193	Puccinia graminis subsp. graminis Pers.	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2692	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1183193	Puccinia graminis Pers.	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2694	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1036188	Puccinia albigensis Mayor	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2695	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1036188	Puccinia anthistiriae Barclay	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2696	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1036188	Puccinia brizae-maximae T. S. Ramakr.	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2697	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1036188	Puccinia cerealis H. Mart.	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
2698	OOPS:xxxxxxx	Puccinia graminis Pers.:Pers. f. sp. tritici Erikss. & E. Henning          (syns. Aecidium berberidis Pers.; Puccinia albigensis Mayor; Puccinia anthistiriae           Barclay; Puccinia brizae-maximae T. S. Ramakr.; Puccinia cerealis H. Mart.;          Puccinia elymina Miura; Puccinia favargeri Mayor; Puccinia graminis Pers.:Pers.;          Puccinia graminis f. sp. tritici Erikss. & E. Henn.; Puccinia graminis var. agropyri-          repentis Guyot; Puccinia graminis var. tritici Guyot, Massenot, & Saccas ex Z. Urb.;          Puccinia jubata Ellis & Barthol.; Puccinia linearis RÌ¦hl.; Puccinia megalopotamica          Speg.; Puccinia vilis Arthur)	NCBITaxon:1036188	Puccinia elymina Miura	NCBITaxon:331356	Triticum spp. L.	http://purl.obolibrary.org/obo/PO_0009047	stem
